Make,Colour,Odometer (KM),Doors,Price
BMW,Red,148368,3,"$26,284.49"
Toyota,Blue,52145,5,"$5,296.57"
Honda,White,161367,5,"$7,587.48"
BMW,Red,30390,3,"$22,841.38"
Nissan,Green,91108,4,"$8,007.80"
Honda,Black,154552,5,"$7,705.03"
Honda,CanyonRidge,246666,5,"$8,655.59"
Honda,Red,182994,4,"$7,042.26"
BMW,Green,98791,3,"$28,191.74"
BMW,Red,33470,3,"$20,087.12"
Honda,CanyonRidge,43939,3,"$5,534.46"
Ford,Red,67672,4,"$9,917.89"
Nissan,White,159168,5,"$6,290.29"
Ford,White,100213,4,"$18,949.10"
Ford,Blue,43650,3,"$5,374.19"
Toyota,Green,181467,3,"$6,139.72"
BMW,Blue,39432,3,"$28,564.18"
Nissan,Blue,53624,5,"$4,499.45"
Nissan,Red,26911,5,"$8,960.80"
Ford,Blue,231495,4,"$21,068.40"
BMW,White,94988,3,"$29,959.26"
Nissan,Blue,101041,3,"$4,837.92"
Nissan,Black,26717,5,"$8,890.58"
Nissan,Black,30511,5,"$5,953.52"
Honda,Green,77267,4,"$7,314.11"
Ford,Blue,154222,3,"$5,325.17"
Ford,Blue,84279,4,"$18,236.67"
Ford,White,183109,4,"$18,733.33"
Nissan,White,141486,3,"$7,303.92"
Honda,Red,107077,5,"$7,983.76"
Honda,Blue,155355,5,"$7,847.43"
BMW,CanyonRidge,142456,4,"$20,591.75"
BMW,CanyonRidge,247934,4,"$16,496.69"
BMW,Red,179061,4,"$19,722.69"
Ford,CanyonRidge,45815,3,"$15,314.07"
Ford,CanyonRidge,214921,3,"$9,323.85"
Ford,Blue,183948,5,"$7,246.07"
Nissan,Red,58167,4,"$4,490.25"
Nissan,Blue,231415,4,"$8,344.57"
Ford,Blue,15452,3,"$9,707.68"
Ford,CanyonRidge,75540,4,"$22,371.80"
Toyota,CanyonRidge,240387,5,"$6,562.74"
BMW,Red,125648,5,"$17,418.32"
BMW,White,76958,5,"$18,156.65"
BMW,CanyonRidge,222647,4,"$28,246.00"
BMW,Blue,194309,5,"$22,225.51"
Nissan,Green,26640,5,"$9,362.56"
Ford,White,112482,4,"$12,116.36"
Ford,Black,70576,5,"$6,007.17"
BMW,Blue,39116,3,"$23,787.85"
Toyota,Red,127887,3,"$5,747.12"
Ford,Blue,174088,3,"$18,353.27"
Nissan,Red,221517,5,"$7,371.97"
Nissan,Blue,43134,4,"$6,287.56"
Nissan,White,67135,5,"$6,154.77"
Nissan,Blue,202110,5,"$6,837.53"
Nissan,CanyonRidge,78185,5,"$6,227.92"
Honda,White,88192,3,"$7,122.88"
Ford,Red,148018,5,"$17,029.72"
Nissan,White,204944,4,"$6,575.57"
Ford,CanyonRidge,26823,3,"$11,332.67"
Nissan,Black,208165,4,"$7,324.70"
Nissan,Blue,134287,4,"$5,481.74"
Toyota,CanyonRidge,224168,3,"$6,359.69"
Ford,Blue,128491,3,"$19,845.98"
Toyota,Red,23759,5,"$4,993.40"
BMW,White,39903,3,"$20,620.07"
Honda,Green,98000,5,"$6,156.74"
Honda,CanyonRidge,88728,4,"$7,892.92"
Ford,Red,37053,5,"$19,479.50"
BMW,Blue,243990,4,"$27,224.39"
Ford,Red,110874,4,"$16,786.60"
Toyota,Black,185426,5,"$4,500.77"
Toyota,CanyonRidge,230296,3,"$7,216.17"
Ford,CanyonRidge,198213,5,"$6,683.57"
BMW,Black,66881,4,"$22,843.72"
Toyota,White,159486,4,"$6,166.61"
BMW,Green,184433,4,"$25,806.35"
Toyota,Blue,167757,5,"$5,813.45"
BMW,Green,248315,5,"$20,042.09"
Toyota,Black,105297,3,"$5,186.23"
BMW,Green,208956,3,"$27,278.72"
Nissan,Green,172502,5,"$5,970.37"
Ford,Black,26622,5,"$22,332.03"
Honda,Green,193419,4,"$5,991.90"
Honda,Green,46659,5,"$6,088.59"
Honda,Blue,212972,5,"$5,561.90"
BMW,Blue,128439,5,"$28,667.34"
Nissan,Blue,27626,3,"$7,596.52"
Nissan,Green,47903,4,"$6,821.37"
Nissan,White,202729,5,"$4,260.66"
Ford,CanyonRidge,153996,5,"$14,947.28"
Ford,Green,83888,5,"$20,338.99"
Toyota,Blue,53265,4,"$7,938.04"
BMW,CanyonRidge,70876,3,"$22,776.14"
BMW,Red,135957,3,"$15,739.61"
BMW,Black,70794,4,"$17,921.73"
Toyota,White,167670,5,"$4,227.58"
BMW,Blue,19215,3,"$25,148.69"
Ford,White,50288,5,"$20,934.23"
Honda,Red,129659,3,"$5,801.51"
Nissan,Green,66877,5,"$9,028.85"
Toyota,Black,248247,3,"$5,694.95"
Nissan,CanyonRidge,163680,4,"$5,435.24"
Toyota,Red,118433,5,"$7,421.47"
Nissan,CanyonRidge,142784,3,"$4,901.38"
Honda,Blue,123196,5,"$8,230.57"
Nissan,Green,234846,3,"$5,818.01"
Ford,Black,197209,3,"$24,538.05"
Honda,Black,214267,4,"$5,593.12"
BMW,White,153695,4,"$20,102.16"
Honda,Blue,137759,3,"$5,082.51"
Honda,Green,81770,3,"$7,102.07"
Nissan,Black,248345,5,"$9,629.12"
Ford,Blue,129178,5,"$18,464.70"
BMW,Black,87749,3,"$16,875.91"
Toyota,CanyonRidge,169243,4,"$6,558.41"
Honda,Black,151191,5,"$6,700.71"
Toyota,Black,20800,5,"$6,148.96"
Ford,Green,142617,5,"$14,721.11"
Ford,Blue,196291,3,"$13,579.66"
Ford,White,19904,5,"$4,546.33"
Toyota,Red,178809,4,"$4,034.78"
Honda,Red,221139,5,"$7,884.05"
Toyota,Blue,139354,3,"$4,221.75"
Toyota,Black,55216,3,"$4,359.02"
Ford,Black,24838,3,"$24,582.00"
Honda,Green,49889,4,"$7,931.72"
BMW,CanyonRidge,137511,3,"$27,315.39"
Honda,Green,206835,5,"$5,393.00"
Ford,Red,142678,3,"$18,540.49"
Ford,Blue,161573,5,"$17,353.13"
Toyota,White,188920,5,"$7,067.95"
Ford,Black,87141,5,"$15,185.55"
Toyota,White,53537,4,"$6,118.25"
Ford,CanyonRidge,60273,3,"$24,563.17"
Toyota,Green,224198,3,"$7,807.72"
Ford,Green,16377,3,"$17,576.97"
Toyota,Red,190261,5,"$7,916.87"
Ford,Black,196222,5,"$10,539.57"
Honda,White,184931,4,"$8,849.74"
Honda,White,93297,5,"$8,863.94"
Ford,Black,17653,3,"$23,962.24"
BMW,White,52106,4,"$22,454.67"
Ford,Black,216535,4,"$12,777.47"
Ford,Green,73930,3,"$8,608.68"
Toyota,Green,113183,5,"$5,906.94"
Honda,Blue,21128,3,"$7,508.45"
BMW,CanyonRidge,88350,3,"$18,370.70"
BMW,Black,152806,3,"$16,171.69"
BMW,White,39748,3,"$21,736.49"
BMW,CanyonRidge,10769,3,"$20,352.30"
Ford,Blue,169827,5,"$8,461.56"
BMW,White,116754,3,"$17,377.98"
Ford,Black,84637,3,"$11,771.49"
Honda,Blue,118623,3,"$5,331.42"
Honda,White,195231,4,"$5,275.15"
Ford,White,67288,3,"$8,522.31"
Toyota,Blue,53925,5,"$5,406.02"
Honda,Green,117057,5,"$8,553.72"
Honda,Red,235429,5,"$8,642.42"
Nissan,Blue,174229,3,"$6,817.79"
BMW,Black,10941,5,"$28,803.71"
BMW,Green,61463,3,"$25,695.59"
Nissan,Red,26677,5,"$8,560.10"
Toyota,Black,175143,3,"$4,779.81"
Nissan,Green,93957,4,"$8,114.74"
Toyota,White,56414,3,"$4,404.36"
Ford,Red,92467,3,"$17,214.78"
BMW,CanyonRidge,239646,4,"$28,691.12"
Ford,Green,222868,5,"$15,045.47"
Honda,Red,101478,3,"$5,388.16"
Ford,CanyonRidge,54977,4,"$10,625.53"
Ford,Blue,183333,3,"$4,144.26"
Honda,Black,178545,4,"$6,996.31"
Honda,Black,101564,3,"$6,061.76"
BMW,White,185947,5,"$22,518.52"
BMW,Black,81800,5,"$25,620.81"
Ford,Blue,47526,5,"$18,060.65"
Toyota,Blue,17236,5,"$6,682.14"
Ford,Red,204576,3,"$9,953.69"
Nissan,White,20633,4,"$4,771.73"
Nissan,White,101061,5,"$5,187.34"
Toyota,CanyonRidge,231625,3,"$6,268.13"
BMW,Green,68391,4,"$21,434.13"
Toyota,Red,20748,4,"$6,946.58"
Ford,Black,56565,5,"$20,745.52"
Nissan,Black,42182,4,"$8,766.69"
BMW,Black,132519,5,"$20,609.29"
BMW,CanyonRidge,241460,4,"$29,682.34"
BMW,Green,140150,5,"$27,848.11"
Honda,Red,214716,3,"$8,489.60"
Nissan,Green,123170,3,"$9,603.40"
Honda,Blue,160705,3,"$8,743.93"
BMW,Green,157210,4,"$24,965.31"
Ford,Black,173612,4,"$6,102.04"
BMW,White,43058,5,"$18,932.21"
Toyota,Red,96679,5,"$4,241.87"
Honda,Red,91900,4,"$6,286.79"
Nissan,Blue,160813,3,"$5,987.49"
Honda,White,195574,5,"$8,302.46"
BMW,Red,220137,5,"$15,901.87"
Ford,Red,135027,3,"$16,004.78"
Toyota,Black,72537,4,"$4,198.85"
Ford,Green,17241,3,"$14,393.98"
Toyota,Blue,50985,4,"$6,841.88"
Toyota,White,196040,5,"$6,671.91"
Honda,CanyonRidge,39006,3,"$8,971.85"
Honda,White,105822,5,"$5,399.09"
Nissan,Black,220436,3,"$9,333.68"
Nissan,Red,177921,5,"$8,134.38"
Honda,Blue,111270,3,"$8,297.83"
Honda,Blue,70086,4,"$5,426.81"
Toyota,Blue,82955,4,"$6,793.87"
BMW,Blue,245855,5,"$28,082.31"
Ford,Green,44449,5,"$9,417.43"
Nissan,CanyonRidge,92776,5,"$8,806.21"
Nissan,Black,180033,5,"$5,066.82"
BMW,Black,128201,5,"$26,637.39"
Toyota,Red,189462,5,"$5,101.11"
Toyota,Red,102585,5,"$6,532.81"
Toyota,Green,166442,3,"$7,488.10"
Ford,Black,75143,4,"$23,009.59"
Ford,Red,189665,4,"$19,667.35"
BMW,Red,116132,3,"$21,370.81"
Ford,Green,85198,3,"$10,124.12"
BMW,CanyonRidge,220658,4,"$26,028.79"
Nissan,Black,140362,4,"$6,878.83"
BMW,Blue,75319,4,"$25,487.68"
Ford,Black,65186,4,"$10,529.15"
Ford,Red,62016,5,"$11,356.38"
BMW,CanyonRidge,195764,4,"$22,506.10"
Honda,Green,245762,5,"$6,998.06"
Nissan,Blue,27439,4,"$7,757.08"
Honda,Green,71613,3,"$5,019.60"
BMW,Blue,159507,4,"$23,670.33"
Honda,Red,210981,4,"$6,327.80"
Toyota,Red,69210,5,"$6,611.55"
BMW,Blue,90807,4,"$15,980.47"
Nissan,Red,200661,3,"$7,065.94"
Nissan,Red,178841,3,"$6,793.09"
BMW,Green,93222,5,"$29,567.22"
Ford,White,221836,4,"$24,393.41"
Ford,Red,144517,4,"$22,320.31"
Nissan,CanyonRidge,57111,5,"$4,319.52"
Toyota,CanyonRidge,89538,5,"$6,642.88"
Ford,Red,115976,4,"$6,774.40"
Nissan,CanyonRidge,41537,4,"$9,898.98"
Ford,Red,143204,4,"$16,237.13"
Honda,White,218171,4,"$8,323.53"
Ford,Black,140989,3,"$12,649.99"
Toyota,White,91446,3,"$6,888.26"
Nissan,Black,93538,4,"$3,784.48"
BMW,White,199877,3,"$19,515.96"
Toyota,Red,200785,3,"$7,739.72"
Nissan,Blue,214426,5,"$8,634.43"
BMW,Red,204953,3,"$25,768.92"
Honda,Red,246540,4,"$7,682.35"
BMW,Black,64112,4,"$23,455.32"
Toyota,Blue,235049,4,"$4,278.37"
Ford,CanyonRidge,222712,5,"$18,157.52"
Ford,White,239709,4,"$6,901.35"
Nissan,Red,63413,5,"$6,953.54"
Toyota,White,34455,3,"$7,555.27"
Honda,Blue,162982,4,"$8,149.62"
Nissan,Red,149813,4,"$9,517.75"
BMW,CanyonRidge,229428,4,"$25,686.89"
Honda,Green,238457,4,"$8,168.06"
BMW,CanyonRidge,189030,3,"$23,492.07"
BMW,White,11606,4,"$20,150.68"
Honda,Blue,87047,5,"$5,011.29"
Ford,Green,61131,5,"$12,433.44"
BMW,Black,238570,3,"$29,730.99"
Toyota,CanyonRidge,66731,3,"$5,552.71"
Honda,Red,149142,3,"$7,529.61"
Honda,White,80261,3,"$5,175.55"
Honda,Black,129535,4,"$8,224.18"
BMW,Black,189655,5,"$28,194.81"
BMW,Black,237138,5,"$23,787.83"
Ford,Blue,25023,5,"$18,314.48"
Toyota,Green,57026,5,"$6,508.92"
BMW,Black,157723,5,"$22,412.23"
Nissan,Green,159380,4,"$7,325.72"
Ford,Blue,37154,4,"$11,499.45"
Nissan,CanyonRidge,28998,4,"$8,937.26"
BMW,Red,217201,5,"$28,571.58"
BMW,Black,143873,4,"$21,649.40"
Nissan,Red,59324,4,"$3,621.96"
Nissan,Red,27306,4,"$4,289.94"
BMW,Blue,93238,5,"$22,897.03"
Honda,Red,75114,4,"$5,964.95"
Honda,White,167235,4,"$6,109.80"
Ford,White,103658,3,"$21,757.28"
Nissan,Red,168488,5,"$6,765.80"
Toyota,Blue,74220,5,"$6,433.47"
Toyota,Red,186032,3,"$6,730.16"
BMW,Green,218910,5,"$24,314.81"
Nissan,Black,19172,3,"$8,740.51"
Ford,Green,138404,3,"$24,381.27"
Toyota,CanyonRidge,126627,3,"$5,060.17"
Toyota,Red,112054,4,"$7,549.34"
Honda,Black,56929,5,"$5,274.27"
BMW,Red,77584,5,"$25,060.66"
BMW,Blue,83288,3,"$19,037.09"
Ford,Green,180548,4,"$7,995.29"
Toyota,Black,112306,4,"$7,933.35"
BMW,CanyonRidge,83117,3,"$19,807.69"
Nissan,Blue,168796,4,"$3,544.29"
BMW,CanyonRidge,177251,4,"$26,765.92"
BMW,Black,120497,5,"$18,346.41"
Ford,Black,106142,5,"$13,897.43"
Ford,Black,141021,5,"$10,972.92"
Toyota,Blue,113176,5,"$6,573.66"
Nissan,Red,60915,3,"$7,575.87"
Honda,White,62247,4,"$7,733.93"
Nissan,Blue,26369,3,"$4,495.71"
Toyota,CanyonRidge,89576,4,"$5,201.66"
Nissan,White,75483,4,"$7,679.93"
BMW,CanyonRidge,149574,5,"$29,367.08"
BMW,Red,15920,3,"$25,963.02"
Toyota,CanyonRidge,142432,4,"$6,699.40"
BMW,White,204208,4,"$26,784.02"
Nissan,Blue,178440,3,"$4,429.31"
Honda,Black,17030,5,"$7,053.18"
Ford,White,100901,5,"$23,885.57"
Ford,CanyonRidge,206362,5,"$12,288.13"
BMW,Red,54260,4,"$25,974.92"
Ford,Green,111490,3,"$11,039.13"
Ford,White,222835,4,"$10,338.95"
Nissan,White,134242,5,"$3,235.68"
Ford,CanyonRidge,33832,4,"$5,178.81"
Ford,Blue,31224,4,"$6,574.51"
Honda,Blue,124347,3,"$7,651.92"
Honda,White,113537,5,"$5,802.29"
Ford,Green,187772,4,"$16,630.35"
Ford,Red,177585,4,"$5,636.32"
Toyota,Red,199311,3,"$5,645.43"
Nissan,Blue,108795,5,"$4,353.88"
Toyota,Red,12298,3,"$5,390.71"
Ford,White,133807,5,"$4,638.01"
Honda,Black,196431,4,"$8,101.55"
Ford,Green,103365,5,"$13,799.75"
Toyota,Black,25921,3,"$7,933.62"
Toyota,Blue,103263,5,"$6,433.29"
Honda,Red,160460,4,"$5,202.68"
Ford,Black,159477,5,"$10,578.62"
Ford,CanyonRidge,169945,5,"$16,003.01"
Nissan,Green,106951,4,"$8,138.79"
Honda,CanyonRidge,210067,3,"$7,408.13"
Honda,Red,148742,3,"$7,516.17"
BMW,Green,83124,4,"$26,729.88"
Nissan,White,145576,3,"$7,216.83"
Honda,Blue,225329,4,"$5,209.45"
Ford,CanyonRidge,76144,4,"$13,592.11"
Honda,Blue,224399,3,"$5,412.61"
BMW,CanyonRidge,235018,5,"$29,104.07"
Ford,Green,189039,3,"$15,755.75"
Toyota,Green,241436,5,"$7,336.36"
Nissan,White,194990,5,"$4,011.46"
Toyota,CanyonRidge,139735,5,"$6,437.39"
Ford,Green,70493,4,"$8,451.77"
Honda,Blue,236870,5,"$8,296.71"
Toyota,Blue,155575,5,"$6,308.49"
Ford,Black,123691,3,"$13,440.49"
Honda,Blue,152312,5,"$8,814.28"
Toyota,Red,98799,5,"$5,479.72"
Ford,CanyonRidge,93694,3,"$11,914.75"
Ford,CanyonRidge,53583,5,"$10,301.61"
BMW,Blue,135904,5,"$28,358.35"
Honda,CanyonRidge,126923,5,"$5,821.61"
Toyota,Blue,168155,4,"$5,606.46"
Nissan,White,41698,4,"$4,291.78"
Ford,Red,111580,5,"$21,754.26"
Honda,CanyonRidge,123004,4,"$5,129.90"
Honda,Green,141770,3,"$8,012.31"
Nissan,Green,195668,3,"$6,840.34"
Ford,CanyonRidge,74463,5,"$23,196.12"
BMW,Black,160656,4,"$26,135.70"
Honda,CanyonRidge,90260,5,"$7,630.41"
Honda,White,63064,4,"$5,297.97"
Nissan,Blue,171934,4,"$3,108.51"
Honda,White,109907,3,"$6,850.40"
BMW,CanyonRidge,237291,5,"$19,997.71"
Ford,Blue,108177,3,"$4,819.46"
Nissan,White,116204,3,"$4,761.15"
Nissan,Green,201648,5,"$6,266.96"
Honda,Blue,75740,3,"$5,444.88"
Toyota,Black,241559,3,"$6,506.49"
Ford,Red,66111,3,"$4,718.57"
Nissan,Blue,51510,5,"$8,353.58"
Ford,Red,163463,5,"$23,128.10"
Nissan,Green,222442,4,"$8,916.25"
Nissan,Red,189659,5,"$6,388.21"
Honda,Black,87697,3,"$8,350.64"
Honda,White,209155,5,"$6,554.68"
Toyota,Black,200498,4,"$5,522.87"
Nissan,CanyonRidge,192730,5,"$3,889.90"
BMW,Blue,241233,4,"$19,395.98"
Ford,Red,218174,4,"$8,842.08"
BMW,White,223714,3,"$27,078.27"
Ford,Red,239235,5,"$23,072.78"
BMW,Black,68611,4,"$25,229.35"
Ford,White,220594,3,"$19,608.43"
Toyota,White,159393,5,"$4,275.27"
Honda,White,182815,5,"$6,325.56"
Honda,Blue,25865,5,"$6,249.00"
Toyota,CanyonRidge,42853,3,"$7,048.30"
Ford,Black,133679,5,"$13,899.70"
Ford,Green,209641,3,"$23,438.83"
BMW,Green,98126,4,"$19,794.25"
Ford,Red,57844,4,"$23,639.10"
BMW,Blue,102398,3,"$20,222.31"
Nissan,Blue,215935,3,"$6,541.61"
Toyota,Black,232174,5,"$5,403.30"
BMW,Black,129116,4,"$15,270.29"
Nissan,Black,184242,4,"$3,905.95"
Nissan,Green,88515,5,"$9,149.82"
Toyota,Black,43850,4,"$7,123.90"
Honda,Black,235800,4,"$7,976.64"
Nissan,Red,118179,5,"$8,162.07"
Honda,Red,28574,4,"$5,380.35"
Ford,Blue,109654,3,"$22,449.44"
BMW,White,19148,3,"$28,914.27"
Nissan,White,56162,5,"$5,081.97"
Toyota,Blue,33483,3,"$4,810.11"
Honda,Red,201398,5,"$7,456.53"
BMW,Red,206337,4,"$17,190.76"
Nissan,Black,119281,3,"$7,568.12"
BMW,White,113282,4,"$23,905.13"
Honda,Red,203811,4,"$5,158.36"
Toyota,Blue,198419,5,"$4,978.02"
BMW,Red,199128,3,"$18,065.71"
Honda,Red,10205,5,"$5,472.14"
BMW,Green,196769,4,"$28,178.67"
Ford,Green,15636,3,"$21,391.45"
Ford,Blue,78502,4,"$17,246.89"
Ford,White,184319,5,"$6,066.13"
Toyota,White,205061,4,"$6,542.79"
Toyota,Blue,205832,5,"$7,162.28"
Toyota,CanyonRidge,38000,5,"$4,681.74"
Ford,CanyonRidge,119545,4,"$8,995.34"
Ford,Black,162412,3,"$7,614.39"
Ford,Black,98621,3,"$21,096.96"
Ford,Black,142745,3,"$5,198.60"
Toyota,Green,34063,4,"$7,184.02"
Nissan,Red,243110,5,"$9,115.78"
Ford,CanyonRidge,211659,5,"$15,856.06"
Toyota,Red,204753,4,"$7,794.11"
Toyota,Black,185100,4,"$5,906.94"
Ford,Black,239325,5,"$7,589.10"
BMW,White,240141,5,"$16,856.78"
Nissan,CanyonRidge,57925,3,"$6,110.71"
Toyota,Red,177952,4,"$5,844.32"
Nissan,Black,178491,5,"$9,928.66"
BMW,Blue,94146,4,"$18,425.60"
Honda,Red,53810,3,"$8,936.09"
Toyota,Green,111425,5,"$5,189.89"
Nissan,Red,202770,3,"$5,685.74"
Toyota,Black,35561,5,"$4,619.32"
Honda,CanyonRidge,211455,4,"$7,966.04"
Toyota,Black,33159,5,"$6,137.12"
Toyota,Blue,147435,5,"$5,481.21"
BMW,Black,167031,3,"$29,431.13"
Toyota,Green,63608,3,"$6,423.51"
BMW,Red,75172,3,"$16,778.36"
Toyota,Red,187456,5,"$5,792.22"
Honda,CanyonRidge,104583,5,"$7,556.79"
BMW,Blue,117265,4,"$19,584.97"
Toyota,Green,201182,3,"$7,132.88"
Honda,CanyonRidge,73388,3,"$5,787.63"
Ford,Red,244289,5,"$13,990.06"
Nissan,Blue,146163,4,"$8,551.68"
Honda,Green,28499,3,"$7,620.52"
Honda,CanyonRidge,189666,3,"$6,949.98"
BMW,Blue,110906,5,"$17,645.83"
BMW,White,216910,4,"$27,167.42"
Honda,Blue,19594,4,"$8,532.33"
Toyota,Green,136666,5,"$7,333.70"
Toyota,CanyonRidge,156515,5,"$7,595.38"
Ford,CanyonRidge,238347,3,"$23,590.02"
Toyota,Red,221096,3,"$5,415.40"
Ford,White,71658,4,"$20,078.38"
Ford,Green,137188,4,"$21,091.14"
Toyota,Green,60191,5,"$5,455.71"
Honda,Red,23403,5,"$5,448.04"
Honda,White,168772,4,"$5,125.46"
BMW,CanyonRidge,39531,5,"$24,080.09"
Ford,Red,31610,5,"$22,405.72"
Honda,Green,122065,3,"$8,957.75"
Honda,CanyonRidge,203660,4,"$7,158.36"
BMW,Red,224107,5,"$26,951.23"
Toyota,CanyonRidge,181676,4,"$4,258.94"
BMW,Black,82096,4,"$16,146.31"
BMW,Blue,28103,5,"$15,333.90"
Honda,Blue,125824,4,"$8,236.04"
Honda,Green,217594,4,"$6,763.31"
Toyota,Black,157085,4,"$7,488.49"
BMW,Green,229215,5,"$27,814.95"
Nissan,White,190165,3,"$6,176.46"
Honda,Blue,143116,3,"$5,870.41"
Ford,Black,136016,4,"$8,343.34"
BMW,Red,208112,3,"$19,059.14"
Nissan,Black,114861,5,"$5,877.09"
BMW,Blue,144769,5,"$19,711.33"
BMW,CanyonRidge,68612,5,"$23,672.98"
BMW,Red,28085,4,"$23,777.35"
Nissan,Blue,53543,4,"$3,152.17"
Toyota,Green,243549,3,"$7,936.06"
Toyota,White,113976,5,"$5,035.54"
Toyota,Blue,30692,4,"$4,531.24"
Toyota,White,42134,3,"$4,541.15"
BMW,Red,200531,4,"$15,792.91"
Nissan,White,142366,4,"$6,530.17"
Nissan,Red,137924,3,"$3,269.72"
Ford,Red,240976,3,"$8,680.71"
Toyota,Green,107182,5,"$5,906.52"
Honda,Blue,213294,5,"$7,122.42"
Honda,Red,81467,5,"$5,823.32"
Toyota,Red,186241,3,"$6,954.79"
Nissan,Black,152292,4,"$8,261.94"
Toyota,Red,249344,3,"$5,112.79"
Ford,CanyonRidge,190202,5,"$8,901.20"
Nissan,Black,36860,5,"$7,053.00"
Ford,CanyonRidge,107725,5,"$17,936.05"
Toyota,White,43609,4,"$7,638.14"
Toyota,White,15219,3,"$4,257.58"
Nissan,CanyonRidge,134554,3,"$7,793.13"
Ford,Red,132767,5,"$14,166.36"
Toyota,Black,26806,3,"$5,598.17"
Honda,Red,232506,4,"$8,672.34"
Ford,Green,63911,4,"$16,156.24"
Toyota,Green,54303,3,"$6,866.93"
Honda,Blue,25603,4,"$5,352.48"
Honda,Red,219478,4,"$7,183.03"
Nissan,Black,47882,3,"$7,878.79"
Toyota,Red,82450,4,"$5,324.30"
BMW,White,19568,3,"$28,789.28"
Toyota,Black,179215,5,"$5,453.85"
Honda,Black,18567,4,"$5,892.42"
Honda,Black,204516,5,"$8,787.36"
Ford,CanyonRidge,138870,4,"$22,145.96"
BMW,White,183363,3,"$23,274.17"
Ford,CanyonRidge,38073,3,"$19,037.86"
Ford,Blue,97414,5,"$15,639.96"
Ford,White,244046,4,"$22,198.91"
Toyota,CanyonRidge,182889,5,"$4,374.41"
Ford,Red,33168,3,"$7,595.50"
Honda,Red,121960,5,"$8,006.67"
Ford,Green,68829,4,"$6,962.75"
Toyota,Black,236623,5,"$5,210.09"
Nissan,Red,109549,3,"$4,568.11"
Toyota,Green,77820,4,"$6,294.36"
Ford,CanyonRidge,121090,5,"$4,850.65"
Toyota,Blue,209518,5,"$4,047.71"
Toyota,Red,208703,3,"$7,635.90"
Nissan,Blue,94920,5,"$3,987.04"
Ford,Red,143462,3,"$13,131.69"
Ford,CanyonRidge,50829,5,"$11,741.07"
Ford,Green,141708,3,"$6,221.74"
Honda,Blue,180850,3,"$6,843.80"
Ford,Red,116844,5,"$10,621.05"
BMW,White,204105,4,"$29,286.21"
Nissan,Red,147938,3,"$4,394.76"
Toyota,Green,57527,5,"$6,742.08"
Nissan,Green,134769,3,"$5,535.16"
Ford,CanyonRidge,43471,3,"$14,280.01"
Ford,White,176979,4,"$4,837.92"
Ford,White,154176,4,"$23,492.84"
Ford,Red,82249,4,"$13,455.57"
Honda,Green,205353,5,"$6,129.23"
Nissan,Red,34255,3,"$3,870.91"
Ford,Black,15798,4,"$7,146.59"
BMW,Green,197333,4,"$29,549.58"
Nissan,Blue,236421,4,"$6,439.17"
BMW,White,41776,5,"$29,293.24"
Ford,Red,183003,3,"$20,592.11"
Ford,CanyonRidge,109796,4,"$15,316.75"
Honda,Green,140458,5,"$6,349.46"
BMW,Red,244255,3,"$25,402.73"
Nissan,Blue,245099,4,"$6,282.92"
Nissan,Green,203855,5,"$6,366.98"
Nissan,Green,107161,5,"$6,614.12"
Toyota,Black,234741,5,"$6,657.37"
Nissan,Green,130681,3,"$3,008.35"
Honda,Black,192902,3,"$5,980.86"
Honda,CanyonRidge,114508,3,"$5,735.42"
BMW,Red,31385,5,"$15,778.85"
Ford,Blue,195685,5,"$6,308.91"
Honda,White,204135,4,"$7,286.36"
BMW,CanyonRidge,111094,4,"$22,704.73"
Toyota,Blue,104462,5,"$6,771.47"
Nissan,Red,95403,4,"$9,224.50"
BMW,CanyonRidge,210650,5,"$17,703.85"
Toyota,Black,128756,3,"$4,875.41"
Nissan,Red,35124,4,"$7,006.25"
Honda,White,188255,3,"$6,979.40"
BMW,White,167864,4,"$18,001.03"
Ford,White,245711,4,"$22,210.06"
Honda,CanyonRidge,232036,3,"$8,198.95"
Ford,Black,112059,3,"$22,329.49"
Nissan,CanyonRidge,67841,4,"$9,095.57"
Toyota,CanyonRidge,40282,3,"$7,018.11"
Toyota,Red,50863,4,"$6,315.54"
Honda,Black,25427,5,"$8,463.03"
Honda,Red,60471,3,"$6,740.72"
Toyota,White,112364,5,"$4,820.91"
Nissan,Blue,200230,4,"$4,911.69"
Nissan,Green,133575,4,"$6,750.18"
Honda,Green,195483,4,"$8,693.82"
Honda,White,140601,3,"$7,948.27"
Honda,CanyonRidge,62814,4,"$5,160.84"
Toyota,Green,45205,5,"$5,292.04"
Honda,Red,199275,4,"$5,147.56"
Ford,Green,110642,4,"$7,990.39"
Honda,Black,41822,3,"$7,426.10"
Nissan,CanyonRidge,193736,5,"$4,878.26"
Ford,Green,15353,5,"$12,469.78"
BMW,Green,203697,4,"$25,054.30"
Toyota,Blue,187839,4,"$7,027.77"
Toyota,White,146274,5,"$6,425.07"
BMW,White,219968,4,"$17,940.69"
Nissan,Blue,121966,3,"$4,488.08"
BMW,Green,134606,4,"$17,048.21"
Toyota,White,175630,4,"$7,786.45"
Ford,Blue,26379,5,"$8,384.09"
Toyota,Black,124361,3,"$4,383.65"
Toyota,CanyonRidge,155018,4,"$5,388.92"
Ford,CanyonRidge,212766,3,"$23,415.69"
Toyota,Red,75577,4,"$7,882.17"
Toyota,Blue,157068,5,"$7,079.52"
